id,word,word_id,sentence,kr,tokens
35,割る,18,卵を割ってフライパンに入れました。,계란을 깨서 프라이팬에 넣었습니다.,"[{""surface"": ""卵"", ""kanji"": ""卵"", ""furigana"": ""たまご"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""割っ"", ""kanji"": ""割"", ""furigana"": ""わ"", ""hasKanji"": true}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""フライパン"", ""hasKanji"": false}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""入れ"", ""kanji"": ""入"", ""furigana"": ""い"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
36,割る,18,ガラスを割らないように気をつけてください。,유리를 깨뜨리지 않도록 조심하세요.,"[{""surface"": ""ガラス"", ""hasKanji"": false}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""割ら"", ""kanji"": ""割"", ""furigana"": ""わ"", ""hasKanji"": true}, {""surface"": ""ない"", ""hasKanji"": false}, {""surface"": ""よう"", ""hasKanji"": false}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""気"", ""kanji"": ""気"", ""furigana"": ""き"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""つけ"", ""hasKanji"": false}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""ください"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
37,足す,19,砂糖を少し足してください。,설탕을 조금 더 넣어 주세요.,"[{""surface"": ""砂糖"", ""kanji"": ""砂糖"", ""furigana"": ""さとう"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""少し"", ""kanji"": ""少"", ""furigana"": ""すこ"", ""hasKanji"": true}, {""surface"": ""足し"", ""kanji"": ""足"", ""furigana"": ""た"", ""hasKanji"": true}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""ください"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
38,足す,19,三に四を足すと七になります。,3에 4를 더하면 7이 됩니다.,"[{""surface"": ""三"", ""kanji"": ""三"", ""furigana"": ""さん"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""四"", ""kanji"": ""四"", ""furigana"": ""よん"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""足す"", ""kanji"": ""足"", ""furigana"": ""た"", ""hasKanji"": true}, {""surface"": ""と"", ""hasKanji"": false}, {""surface"": ""七"", ""kanji"": ""七"", ""furigana"": ""なな"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""なり"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
39,朝,20,朝早く起きました。,아침 일찍 일어났습니다.,"[{""surface"": ""朝"", ""kanji"": ""朝"", ""furigana"": ""あさ"", ""hasKanji"": true}, {""surface"": ""早く"", ""kanji"": ""早"", ""furigana"": ""はや"", ""hasKanji"": true}, {""surface"": ""起き"", ""kanji"": ""起"", ""furigana"": ""お"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
40,朝,20,毎朝コーヒーを飲みます。,매일 아침 커피를 마십니다.,"[{""surface"": ""毎朝"", ""kanji"": ""毎朝"", ""furigana"": ""まいあさ"", ""hasKanji"": true}, {""surface"": ""コーヒー"", ""hasKanji"": false}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""飲み"", ""kanji"": ""飲"", ""furigana"": ""の"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
41,昼,21,昼は弁当を食べました。,점심에는 도시락을 먹었습니다.,"[{""surface"": ""昼"", ""kanji"": ""昼"", ""furigana"": ""ひる"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""弁当"", ""kanji"": ""弁当"", ""furigana"": ""べんとう"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""食べ"", ""kanji"": ""食"", ""furigana"": ""た"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
42,昼,21,昼の天気は暖かかったです。,낮의 날씨는 따뜻했습니다.,"[{""surface"": ""昼"", ""kanji"": ""昼"", ""furigana"": ""ひる"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""天気"", ""kanji"": ""天気"", ""furigana"": ""てんき"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""暖かかっ"", ""kanji"": ""暖"", ""furigana"": ""あたた"", ""hasKanji"": true}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
43,昼間,22,昼間は人が多いです。,낮 동안에는 사람이 많습니다.,"[{""surface"": ""昼間"", ""kanji"": ""昼間"", ""furigana"": ""ひるま"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""人"", ""kanji"": ""人"", ""furigana"": ""ひと"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""多い"", ""kanji"": ""多"", ""furigana"": ""おお"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
44,昼間,22,昼間は暑いので出かけません。,낮 동안은 더워서 외출하지 않습니다.,"[{""surface"": ""昼間"", ""kanji"": ""昼間"", ""furigana"": ""ひるま"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""暑い"", ""kanji"": ""暑"", ""furigana"": ""あつ"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""で"", ""hasKanji"": false}, {""surface"": ""出かけ"", ""kanji"": ""出"", ""furigana"": ""で"", ""hasKanji"": true}, {""surface"": ""ませ"", ""hasKanji"": false}, {""surface"": ""ん"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
45,夕方,23,夕方散歩に行きました。,저녁 무렵에 산책을 갔습니다.,"[{""surface"": ""夕方"", ""kanji"": ""夕方"", ""furigana"": ""ゆうがた"", ""hasKanji"": true}, {""surface"": ""散歩"", ""kanji"": ""散歩"", ""furigana"": ""さんぽ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""行き"", ""kanji"": ""行"", ""furigana"": ""い"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
46,夕方,23,夕方から雨が降り始めました。,저녁 무렵부터 비가 내리기 시작했습니다.,"[{""surface"": ""夕方"", ""kanji"": ""夕方"", ""furigana"": ""ゆうがた"", ""hasKanji"": true}, {""surface"": ""から"", ""hasKanji"": false}, {""surface"": ""雨"", ""kanji"": ""雨"", ""furigana"": ""あめ"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""降り"", ""kanji"": ""降"", ""furigana"": ""ふ"", ""hasKanji"": true}, {""surface"": ""始め"", ""kanji"": ""始"", ""furigana"": ""はじ"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
47,夕べ,24,夕べはよく眠れましたか。,어젯밤 잘 잤습니까?,"[{""surface"": ""夕べ"", ""kanji"": ""夕"", ""furigana"": ""ゆう"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""よく"", ""hasKanji"": false}, {""surface"": ""眠れ"", ""kanji"": ""眠"", ""furigana"": ""ねむ"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""か"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
48,夕べ,24,夕べ友達と電話しました。,어젯밤 친구와 통화했습니다.,"[{""surface"": ""夕べ"", ""kanji"": ""夕"", ""furigana"": ""ゆう"", ""hasKanji"": true}, {""surface"": ""友達"", ""kanji"": ""友達"", ""furigana"": ""ともだち"", ""hasKanji"": true}, {""surface"": ""と"", ""hasKanji"": false}, {""surface"": ""電話"", ""kanji"": ""電話"", ""furigana"": ""でんわ"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
49,晩,25,晩ご飯はカレーでした。,저녁 식사는 카레였습니다.,"[{""surface"": ""晩ご飯"", ""kanji"": ""晩飯"", ""furigana"": ""ばんごはん"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""カレー"", ""hasKanji"": false}, {""surface"": ""でし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
50,晩,25,晩はゆっくり休んでください。,저녁에는 푹 쉬세요.,"[{""surface"": ""晩"", ""kanji"": ""晩"", ""furigana"": ""ばん"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""ゆっくり"", ""hasKanji"": false}, {""surface"": ""休ん"", ""kanji"": ""休"", ""furigana"": ""やす"", ""hasKanji"": true}, {""surface"": ""で"", ""hasKanji"": false}, {""surface"": ""ください"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
51,夜,26,夜は星がきれいです。,밤에는 별이 아름답습니다.,"[{""surface"": ""夜"", ""kanji"": ""夜"", ""furigana"": ""よる"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""星"", ""kanji"": ""星"", ""furigana"": ""ほし"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""きれい"", ""hasKanji"": false}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
52,夜,26,夜遅くまで勉強しました。,밤 늦게까지 공부했습니다.,"[{""surface"": ""夜"", ""kanji"": ""夜"", ""furigana"": ""よる"", ""hasKanji"": true}, {""surface"": ""遅く"", ""kanji"": ""遅"", ""furigana"": ""おそ"", ""hasKanji"": true}, {""surface"": ""まで"", ""hasKanji"": false}, {""surface"": ""勉強"", ""kanji"": ""勉強"", ""furigana"": ""べんきょう"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
53,夜中,27,夜中に地震がありました。,한밤중에 지진이 있었습니다.,"[{""surface"": ""夜中"", ""kanji"": ""夜中"", ""furigana"": ""よなか"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""地震"", ""kanji"": ""地震"", ""furigana"": ""じしん"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""あり"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
54,夜中,27,夜中に目が覚めました。,한밤중에 눈이 떠졌습니다.,"[{""surface"": ""夜中"", ""kanji"": ""夜中"", ""furigana"": ""よなか"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""目"", ""kanji"": ""目"", ""furigana"": ""め"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""覚め"", ""kanji"": ""覚"", ""furigana"": ""さ"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
55,深夜,28,深夜にテレビを見ました。,심야에 텔레비전을 봤습니다.,"[{""surface"": ""深夜"", ""kanji"": ""深夜"", ""furigana"": ""しんや"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""テレビ"", ""hasKanji"": false}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""見"", ""kanji"": ""見"", ""furigana"": ""み"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
56,深夜,28,深夜のバスに乗りました。,심야 버스를 탔습니다.,"[{""surface"": ""深夜"", ""kanji"": ""深夜"", ""furigana"": ""しんや"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""バス"", ""hasKanji"": false}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""乗り"", ""kanji"": ""乗"", ""furigana"": ""の"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
57,今朝,29,今朝はパンを食べました。,오늘 아침에 빵을 먹었습니다.,"[{""surface"": ""今朝"", ""kanji"": ""今朝"", ""furigana"": ""けさ"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""パン"", ""hasKanji"": false}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""食べ"", ""kanji"": ""食"", ""furigana"": ""た"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
58,今朝,29,今朝は早く起きました。,오늘 아침 일찍 일어났습니다.,"[{""surface"": ""今朝"", ""kanji"": ""今朝"", ""furigana"": ""けさ"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""早く"", ""kanji"": ""早"", ""furigana"": ""はや"", ""hasKanji"": true}, {""surface"": ""起き"", ""kanji"": ""起"", ""furigana"": ""お"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
59,今夜,30,今夜は寒くなるでしょう。,오늘 밤은 추워지겠죠.,"[{""surface"": ""今夜"", ""kanji"": ""今夜"", ""furigana"": ""こんや"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""寒く"", ""kanji"": ""寒"", ""furigana"": ""さむ"", ""hasKanji"": true}, {""surface"": ""なる"", ""hasKanji"": false}, {""surface"": ""でしょう"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
60,今夜,30,今夜友達と映画を見ます。,오늘 밤 친구와 영화를 봅니다.,"[{""surface"": ""今夜"", ""kanji"": ""今夜"", ""furigana"": ""こんや"", ""hasKanji"": true}, {""surface"": ""友達"", ""kanji"": ""友達"", ""furigana"": ""ともだち"", ""hasKanji"": true}, {""surface"": ""と"", ""hasKanji"": false}, {""surface"": ""映画"", ""kanji"": ""映画"", ""furigana"": ""えいが"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""見"", ""kanji"": ""見"", ""furigana"": ""み"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
61,毎朝,31,毎朝ジョギングをしています。,매일 아침 조깅을 하고 있습니다.,"[{""surface"": ""毎朝"", ""kanji"": ""毎朝"", ""furigana"": ""まいあさ"", ""hasKanji"": true}, {""surface"": ""ジョギング"", ""hasKanji"": false}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""い"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
62,毎朝,31,毎朝七時に起きます。,매일 아침 7시에 일어납니다.,"[{""surface"": ""毎朝"", ""kanji"": ""毎朝"", ""furigana"": ""まいあさ"", ""hasKanji"": true}, {""surface"": ""七"", ""kanji"": ""七"", ""furigana"": ""しち"", ""hasKanji"": true}, {""surface"": ""時"", ""kanji"": ""時"", ""furigana"": ""じ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""起き"", ""kanji"": ""起"", ""furigana"": ""お"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
63,毎晩,32,毎晩十時に寝ます。,매일 밤 10시에 잡니다.,"[{""surface"": ""毎晩"", ""kanji"": ""毎晩"", ""furigana"": ""まいばん"", ""hasKanji"": true}, {""surface"": ""十"", ""kanji"": ""十"", ""furigana"": ""じゅう"", ""hasKanji"": true}, {""surface"": ""時"", ""kanji"": ""時"", ""furigana"": ""じ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""寝"", ""kanji"": ""寝"", ""furigana"": ""ね"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
64,毎晩,32,毎晩音楽を聴きます。,매일 밤 음악을 듣습니다.,"[{""surface"": ""毎晩"", ""kanji"": ""毎晩"", ""furigana"": ""まいばん"", ""hasKanji"": true}, {""surface"": ""音楽"", ""kanji"": ""音楽"", ""furigana"": ""おんがく"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""聴き"", ""kanji"": ""聴"", ""furigana"": ""き"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
65,午前,33,会議は午前中にあります。,회의는 오전 중에 있습니다.,"[{""surface"": ""会議"", ""kanji"": ""会議"", ""furigana"": ""かいぎ"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""午前"", ""kanji"": ""午前"", ""furigana"": ""ごぜん"", ""hasKanji"": true}, {""surface"": ""中"", ""kanji"": ""中"", ""furigana"": ""ちゅう"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""あり"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
66,午前,33,午前十時に出発します。,오전 10시에 출발합니다.,"[{""surface"": ""午前"", ""kanji"": ""午前"", ""furigana"": ""ごぜん"", ""hasKanji"": true}, {""surface"": ""十"", ""kanji"": ""十"", ""furigana"": ""じゅう"", ""hasKanji"": true}, {""surface"": ""時"", ""kanji"": ""時"", ""furigana"": ""じ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""出発"", ""kanji"": ""出発"", ""furigana"": ""しゅっぱつ"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
67,午後,34,午後から授業があります。,오후부터 수업이 있습니다.,"[{""surface"": ""午後"", ""kanji"": ""午後"", ""furigana"": ""ごご"", ""hasKanji"": true}, {""surface"": ""から"", ""hasKanji"": false}, {""surface"": ""授業"", ""kanji"": ""授業"", ""furigana"": ""じゅぎょう"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""あり"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
68,午後,34,午後三時にお茶を飲みました。,오후 3시에 차를 마셨습니다.,"[{""surface"": ""午後"", ""kanji"": ""午後"", ""furigana"": ""ごご"", ""hasKanji"": true}, {""surface"": ""三"", ""kanji"": ""三"", ""furigana"": ""さん"", ""hasKanji"": true}, {""surface"": ""時"", ""kanji"": ""時"", ""furigana"": ""じ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""お"", ""hasKanji"": false}, {""surface"": ""茶"", ""kanji"": ""茶"", ""furigana"": ""ちゃ"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""飲み"", ""kanji"": ""飲"", ""furigana"": ""の"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
69,昔,35,昔、この町には川がありました。,옛날 이 마을에는 강이 있었습니다.,"[{""surface"": ""昔"", ""kanji"": ""昔"", ""furigana"": ""むかし"", ""hasKanji"": true}, {""surface"": ""、"", ""hasKanji"": false}, {""surface"": ""この"", ""hasKanji"": false}, {""surface"": ""町"", ""kanji"": ""町"", ""furigana"": ""まち"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""川"", ""kanji"": ""川"", ""furigana"": ""かわ"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""あり"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
70,昔,35,昔話を子どもに聞かせました。,옛날 이야기를 아이에게 들려줬습니다.,"[{""surface"": ""昔話"", ""kanji"": ""昔話"", ""furigana"": ""むかしばなし"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""子ども"", ""kanji"": ""子"", ""furigana"": ""こ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""聞か"", ""kanji"": ""聞"", ""furigana"": ""き"", ""hasKanji"": true}, {""surface"": ""せ"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
71,今,36,今、何をしていますか？,지금 무엇을 하고 있습니까?,"[{""surface"": ""今"", ""kanji"": ""今"", ""furigana"": ""いま"", ""hasKanji"": true}, {""surface"": ""、"", ""hasKanji"": false}, {""surface"": ""何"", ""kanji"": ""何"", ""furigana"": ""なん"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""い"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""か"", ""hasKanji"": false}, {""surface"": ""？"", ""hasKanji"": false}]"
72,今,36,今すぐ行きます。,지금 바로 갑니다.,"[{""surface"": ""今"", ""kanji"": ""今"", ""furigana"": ""いま"", ""hasKanji"": true}, {""surface"": ""すぐ"", ""hasKanji"": false}, {""surface"": ""行き"", ""kanji"": ""行"", ""furigana"": ""い"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
73,後,37,後で電話をかけます。,나중에 전화를 걸겠습니다.,"[{""surface"": ""後"", ""kanji"": ""後"", ""furigana"": ""あと"", ""hasKanji"": true}, {""surface"": ""で"", ""hasKanji"": false}, {""surface"": ""電話"", ""kanji"": ""電話"", ""furigana"": ""でんわ"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""かけ"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
